false,false,1.0,1,58.471764,96.74618,86.399994
false,false,1.0,2,50.495052,96.80854,86.13334
false,false,1.0,3,100.0,98.78531,95.695595
false,false,2.0,1,61.0,97.36794,91.45795
false,false,2.0,2,44.0,96.48418,86.3944
false,false,2.0,3,69.0,98.02073,94.13334
false,false,3.0,1,85.66667,98.67741,94.21952
false,false,3.0,2,20.5,94.29016,74.73238
false,false,3.0,3,23.5,92.51958,68.58364
true,false,1.0,1,62.7907,98.06764,91.86667
true,false,1.0,2,89.10891,98.68799,95.46667
true,false,1.0,3,100.0,98.96026,94.21635
true,false,2.0,1,62.0,97.84198,90.79817
true,false,2.0,2,51.0,97.606415,94.753716
true,false,2.0,3,39.0,95.66161,84.40409
true,false,3.0,1,52.0,96.56758,84.980606
true,false,3.0,2,21.0,91.91977,68.98267
true,false,3.0,3,82.0,98.51245,97.79176
false,true,1.0,1,92.3588,98.81566,96.933334
false,true,1.0,2,50.495052,97.669815,89.67296
false,true,1.0,3,94.05941,98.92042,96.02013
false,true,2.0,1,88.666664,98.61626,96.266045
false,true,2.0,2,40.0,95.754715,84.22779
false,true,2.0,3,52.0,96.957886,89.51585
false,true,3.0,1,46.666668,96.79903,86.82438
false,true,3.0,2,15.000001,94.71265,81.273254
false,true,3.0,3,17.5,92.30758,68.58775
true,true,1.0,1,93.355484,99.29563,98.13333
true,true,1.0,2,93.069305,98.6264,95.86667
true,true,1.0,3,100.0,99.345215,97.38365
true,true,2.0,1,19.666668,95.574066,91.24022
true,true,2.0,2,41.0,96.68158,88.58259
true,true,2.0,3,81.0,98.306206,93.150024
true,true,3.0,1,69.333336,97.75803,94.76466
true,true,3.0,2,28.0,95.9339,82.18829
true,true,3.0,3,18.0,93.51291,72.70291
