false,false,1.0,1,64.1196,97.97231,96.88553
false,false,1.0,2,46.534653,97.24092,90.13333
false,false,1.0,3,69.30693,97.94983,93.73334
false,false,2.0,1,40.666668,95.42478,82.43841
false,false,2.0,2,22.0,92.16622,83.6109
false,false,2.0,3,47.0,96.10115,86.907265
false,false,3.0,1,19.0,94.147316,78.28596
false,false,3.0,2,15.5,91.60934,84.74573
false,false,3.0,3,17.5,89.40995,52.495003
false,true,1.0,1,58.471764,97.27995,92.26667
false,true,1.0,2,100.0,99.06073,97.02641
false,true,1.0,3,99.0099,98.83087,96.218864
false,true,2.0,1,50.666664,96.68011,90.32749
false,true,2.0,2,87.0,98.53569,96.990906
false,true,2.0,3,47.0,95.26196,80.88116
false,true,3.0,1,41.0,95.28721,81.91722
false,true,3.0,2,23.5,95.0215,92.43713
false,true,3.0,3,34.5,95.623,90.13786
true,false,1.0,1,72.42525,98.40192,94.13334
true,false,1.0,2,58.41584,97.972786,92.933334
true,false,1.0,3,94.05941,98.63234,97.46667
true,false,2.0,1,35.666664,95.97667,93.619446
true,false,2.0,2,55.0,96.697945,90.20693
true,false,2.0,3,78.0,98.42346,94.0676
true,false,3.0,1,16.0,94.86235,78.80719
true,false,3.0,2,20.0,92.974045,70.0
true,false,3.0,3,35.0,92.76006,73.66872
true,true,1.0,1,66.777405,97.97481,93.23773
true,true,1.0,2,19.801981,96.64158,90.53333
true,true,1.0,3,63.366337,98.30498,91.86667
true,true,2.0,1,56.0,97.33023,91.63086
true,true,2.0,2,18.0,95.635284,83.614815
true,true,2.0,3,69.0,97.84534,97.24308
true,true,3.0,1,65.33333,96.772964,86.653534
true,true,3.0,2,29.0,95.419815,81.624374
true,true,3.0,3,53.500004,97.06937,89.908646
