false,false,1.0,1,12.624584,91.88815,68.633965
false,false,1.0,2,26.732674,93.33595,68.4
false,false,1.0,3,4.9504952,88.14097,47.584904
false,false,2.0,1,4.0,78.82177,31.824594
false,false,2.0,2,22.0,90.59966,68.313866
false,false,2.0,3,26.0,94.41636,77.34575
false,false,3.0,1,23.666666,94.18906,78.321205
false,false,3.0,2,9.5,85.443985,37.384254
false,false,3.0,3,23.5,84.0705,50.525356
true,true,1.0,1,29.235882,96.000854,84.963524
true,true,1.0,2,31.683168,94.245544,80.47044
true,true,1.0,3,31.683168,95.35745,83.200005
true,true,2.0,1,9.333333,90.14667,85.883255
true,true,2.0,2,19.0,90.38435,63.740505
true,true,2.0,3,29.0,94.67763,84.595535
true,true,3.0,1,7.333333,88.89028,67.02428
true,true,3.0,2,24.5,85.47117,46.506912
true,true,3.0,3,30.000002,92.60105,72.447495
true,false,1.0,1,31.56146,95.7013,86.0
true,false,1.0,2,37.623764,96.89375,91.2
true,false,1.0,3,26.732674,95.49043,80.75975
true,false,2.0,1,13.0,88.246666,65.72249
true,false,2.0,2,20.0,91.95964,65.27524
true,false,2.0,3,18.0,94.85634,83.34383
true,false,3.0,1,28.666666,95.20885,84.346756
true,false,3.0,2,20.5,91.16875,63.747128
true,false,3.0,3,17.0,93.38477,85.73333
false,true,1.0,1,24.916945,94.04555,82.07799
false,true,1.0,2,27.722773,95.8824,87.73082
false,true,1.0,3,15.841584,94.12734,75.24528
false,true,2.0,1,24.0,93.28241,81.70422
false,true,2.0,2,30.000002,95.776596,85.99237
false,true,2.0,3,34.0,94.2702,77.5507
false,true,3.0,1,24.333334,88.71146,60.34037
false,true,3.0,2,18.0,94.36715,79.917755
false,true,3.0,3,22.5,93.75298,84.569305
