false,false,1.0,1,88.03987,98.81595,96.3849
false,false,1.0,2,98.019806,99.23961,97.17485
false,false,1.0,3,68.316826,98.13727,93.46666
false,false,2.0,1,30.333334,96.05533,83.59826
false,false,2.0,2,31.0,96.430214,85.043625
false,false,2.0,3,34.0,90.70771,66.9594
false,false,3.0,1,20.333334,84.68399,58.131588
false,false,3.0,2,19.0,93.630745,71.966866
false,false,3.0,3,23.0,91.9583,71.08525
true,true,1.0,1,100.0,99.12138,97.46667
true,true,1.0,2,68.316826,98.22091,94.666664
true,true,1.0,3,40.59406,85.121796,44.06037
true,true,2.0,1,81.0,98.38136,95.34311
true,true,2.0,2,33.0,96.6673,86.83938
true,true,2.0,3,22.0,96.096344,83.19157
true,true,3.0,1,39.0,94.902534,83.66329
true,true,3.0,2,13.500001,92.76334,69.25125
true,true,3.0,3,15.000001,91.88079,67.36403
false,true,1.0,1,100.0,99.353935,98.173584
false,true,1.0,2,46.534653,96.66667,86.666664
false,true,1.0,3,100.0,99.63166,99.066666
false,true,2.0,1,37.333332,94.3465,79.06909
false,true,2.0,2,28.0,95.965996,94.358345
false,true,2.0,3,25.0,94.54,88.04918
false,true,3.0,1,80.0,98.11302,96.21641
false,true,3.0,2,30.000002,95.83831,85.065475
false,true,3.0,3,23.5,89.22067,73.55543
true,false,1.0,1,62.458473,97.72359,92.02264
true,false,1.0,2,55.445545,97.54521,90.0
true,false,1.0,3,80.19802,98.51221,95.73333
true,false,2.0,1,50.666664,96.80543,89.65917
true,false,2.0,2,32.0,94.43995,76.67756
true,false,2.0,3,63.0,97.21252,88.45189
true,false,3.0,1,31.0,95.362495,80.473694
true,false,3.0,2,25.0,94.64039,77.02127
true,false,3.0,3,21.0,93.5809,77.90376
