false,false,1.0,1,31.229237,96.5889,87.25786
false,false,1.0,2,68.316826,97.94921,91.86667
false,false,1.0,3,73.26733,98.65808,95.58239
false,false,2.0,1,55.0,97.197556,90.2153
false,false,2.0,2,67.0,97.9872,92.818954
false,false,2.0,3,80.0,98.23461,95.047935
false,false,3.0,1,85.66667,98.322624,94.58459
false,false,3.0,2,44.0,96.74511,89.037094
false,false,3.0,3,18.5,92.6266,89.42846
true,true,1.0,1,99.33555,98.674904,96.73459
true,true,1.0,2,62.376236,97.58152,93.19748
true,true,1.0,3,94.05941,98.81281,96.72956
true,true,2.0,1,36.0,96.87725,90.217285
true,true,2.0,2,43.0,96.699524,92.135086
true,true,2.0,3,52.999996,97.40833,90.28508
true,true,3.0,1,59.666668,97.90912,91.75631
true,true,3.0,2,66.5,97.82509,92.27279
true,true,3.0,3,20.5,93.406296,81.21785
true,false,1.0,1,44.8505,95.96434,88.64151
true,false,1.0,2,51.48515,97.12883,88.24151
true,false,1.0,3,100.0,98.96026,96.26667
true,false,2.0,1,49.666668,97.58252,92.452385
true,false,2.0,2,30.000002,93.386116,81.32293
true,false,2.0,3,63.0,97.5312,89.46148
true,false,3.0,1,38.666664,94.59837,79.02431
true,false,3.0,2,46.5,95.739,84.95238
true,false,3.0,3,51.0,96.71853,86.8983
false,true,1.0,1,100.0,98.95491,96.26667
false,true,1.0,2,73.26733,98.0528,96.53837
false,true,1.0,3,54.45545,96.56106,92.249054
false,true,2.0,1,60.666668,97.288635,90.47615
false,true,2.0,2,48.0,97.1773,88.79646
false,true,2.0,3,58.999996,97.064064,90.94555
false,true,3.0,1,64.33333,97.44125,92.48232
false,true,3.0,2,55.0,96.26411,86.87996
false,true,3.0,3,100.0,98.72581,95.22164
